,Time,Angle,LinAcc,GravX,GravY,GravZ,LinVel1,LinVel2
0,0.02,-3,2.600269216831211,-9.77,-0.64,0.39,0.0,0.0
1,0.036544,-3,2.482619584229529,-9.76,-0.82,0.41,-2.770839275856583,6.919198751074348
2,0.056644,-3,1.884595447304275,-9.75,-0.91,0.42,-2.747453045234926,6.8507159315165485
3,0.074684,-3,1.4734313692873517,-9.73,-1.11,0.43,-2.740049090484372,6.768632002777489
4,0.09149199999999999,-3,1.5124483462254175,-9.7,-1.31,0.43,-2.7421116068562585,6.681352005281942
5,0.11131999999999999,-3,1.194026800369238,-9.67,-1.53,0.44,-2.7466265416666706,6.595810669260566
6,0.128252,-3,1.271652468247516,-9.63,-1.74,0.46,-2.7535514694819647,6.50431177932396
7,0.137264,-3,1.271652468247516,-9.63,-1.74,0.46,-2.7646233875800594,6.403398580743091
8,0.157448,-3,3.150634856659845,-9.59,-1.96,0.49,-2.747298075084506,6.33565497380134
9,0.166468,-3,3.150634856659845,-9.59,-1.96,0.49,-2.74067294510495,6.251700369583697
10,0.18334799999999998,-2,3.8948684188300895,-9.52,-2.26,0.58,-2.709701023178384,6.198791086604116
11,0.20340799999999998,-2,2.5732469760984857,-9.46,-2.47,0.65,-2.6720499577361143,6.151292953390534
12,0.22311599999999998,-1,4.22274792048969,-9.4,-2.67,0.73,-2.629175646133265,6.1058873564767975
13,0.240112,2,5.046057867286106,-9.34,-2.85,0.83,-2.573974238638212,6.0722803374366014
14,0.25994,3,8.791871245645035,-9.28,-3.01,0.95,-2.4771499991525285,6.097096236037485
15,0.276684,6,7.765822557849233,-9.22,-3.14,1.05,-2.370792176245259,6.123343917935623
16,0.293992,10,10.681984834289928,-9.21,-3.17,1.09,-2.2357394307986294,6.170617912482479
17,0.314156,14,10.42729591025401,-9.2,-3.17,1.16,-2.053033807757298,6.271068350324256
18,0.33099999999999996,20,5.607619815929036,-9.22,-3.1,1.2,-1.9454742000201608,6.293741079945454
19,0.349904,24,3.3215658957786762,-9.25,-2.99,1.21,-1.888590505102848,6.2657664126678
20,0.36979599999999996,29,4.006756793218176,-9.31,-2.83,1.2,-1.8554774561996248,6.226280579507847
21,0.3865,34,1.0967679791095288,-9.39,-2.55,1.17,-1.845212577884695,6.156531887781613
22,0.406644,38,3.398499668971589,-9.44,-2.36,1.17,-1.8342641179223675,6.089434892908369
23,0.424572,43,4.070061424597913,-9.53,-1.99,1.15,-1.8105934277626636,6.044009743926411
24,0.441532,47,3.9343868645571702,-9.6,-1.64,1.07,-1.8004698690388443,5.99951413479373
25,0.461424,49,4.476751054056948,-9.67,-1.25,0.98,-1.823377420349016,5.970797981907551
26,0.47841599999999995,51,4.221895308981501,-9.72,-0.82,0.9,-1.8576299878719404,5.93232835078321
27,0.49806399999999995,52,3.227475793867399,-9.76,-0.37,0.85,-1.8901329895359125,5.893137641872881
28,0.507084,52,3.227475793867399,-9.76,-0.37,0.85,-1.9138459358751236,5.80987614290885
29,0.5245839999999999,53,4.2495764494829364,-9.77,0.08,0.8,-1.9503361532866221,5.76292701941345
30,0.5414559999999999,53,3.427929404173896,-9.76,0.52,0.72,-1.9883815712569193,5.715321128170183
31,0.561232,52,4.152131982488033,-9.73,0.97,0.65,-2.0315664964676516,5.677899444536781
32,0.578212,50,5.336225257614224,-9.68,1.44,0.58,-2.082191726461513,5.6460822668805335
33,0.597916,47,4.947918754385524,-9.6,1.89,0.53,-2.1436876010296944,5.6350283230620395
34,0.6069359999999999,47,4.947918754385524,-9.6,1.89,0.53,-2.1821560455377735,5.567285219601882
35,0.62442,42,5.429631663381965,-9.51,2.33,0.49,-2.2449780771212717,5.545632434729289
36,0.6413719999999999,38,5.976328304234967,-9.4,2.73,0.46,-2.3143014906697066,5.529936020790094
37,0.661164,33,6.2808120494088975,-9.29,3.08,0.44,-2.3897096555712,5.538859351105039
38,0.6780079999999999,27,6.389201828084632,-9.19,3.38,0.43,-2.447186146352826,5.533192877356574
39,0.686968,27,6.389201828084632,-9.19,3.38,0.43,-2.481589811872708,5.478066795111497
40,0.707232,18,6.0462715784192165,-9.09,3.63,0.43,-2.5183127671340886,5.491689681041478
41,0.724432,12,4.236460787024943,-9.01,3.83,0.44,-2.5272935801142964,5.467747848759582
42,0.7411559999999999,7,2.769801436926481,-8.93,4.01,0.43,-2.524330426265727,5.413960882851548
43,0.760972,4,4.782645711319207,-8.85,4.19,0.4,-2.5220069987593785,5.376417198571652
44,0.7777959999999999,2,5.819527472226589,-8.78,4.34,0.33,-2.533535085738153,5.353229348766922
45,0.78674,2,5.819527472226589,-8.78,4.34,0.33,-2.5507964479510825,5.292905871853801
46,0.807008,2,9.381145985432697,-8.76,4.39,0.26,-2.5543386694967793,5.334576166049004
47,0.824244,5,6.825672128076472,-8.75,4.41,0.19,-2.546307550647122,5.361873193926511
48,0.8409599999999999,7,1.576768847992628,-8.78,4.35,0.11,-2.548116512479567,5.319727464979781
49,0.8606159999999999,8,19.88963549188371,-8.81,4.29,0.07,-2.5392701590502984,5.41832595620737
50,0.8776079999999999,10,18.202269089319604,-8.86,4.18,0.2,-2.4350121409140866,5.629581446904558
51,0.886756,10,18.202269089319604,-8.86,4.18,0.2,-2.3560772793850546,5.683722473908938
52,0.9069039999999999,17,6.571681672144505,-8.89,4.1,0.45,-2.2748670720270203,5.820921923255211
53,0.9241199999999999,20,23.642136113304147,-8.9,4.06,0.47,-2.377090480077346,5.968629136127638
54,0.9411959999999999,20,27.09493310565649,-8.93,4.02,0.45,-2.450226275474119,6.289448902494407
55,0.9617359999999999,20,14.528475487813578,-9.04,3.78,0.37,-2.364752021211064,6.604547978124629
56,0.9785879999999999,19,11.344716832076505,-9.13,3.54,0.27,-2.2562593273015694,6.710182165987307
57,0.997968,18,2.399520785490303,-9.24,3.27,0.2,-2.184006416789784,6.730990497876814
58,1.007064,18,2.399520785490303,-9.24,3.27,0.2,-2.1870187648673007,6.640443208316919
59,1.024012,15,3.6754999659910212,-9.39,2.79,0.14,-2.193867652966925,6.579549603540255
60,1.04108,15,3.4576437063410683,-9.44,2.62,0.13,-2.2075925247868184,6.5280505210152215
61,1.061272,14,2.424582438276744,-9.52,2.32,0.09,-2.1972546326494014,6.475064145546568
62,1.078164,13,1.993514484522247,-9.58,2.06,0.07,-2.184616962721569,6.400006061531813
63,1.087176,13,1.993514484522247,-9.58,2.06,0.07,-2.1876020091655137,6.305598283441612
64,1.106796,12,0.9667471230885561,-9.66,1.65,0.06,-2.192714845068596,6.222265119187558
65,1.123816,11,1.8510807653908568,-9.7,1.37,0.06,-2.206837851546582,6.133871503893801
66,1.140852,10,1.5216109883935511,-9.72,1.23,0.05,-2.2086648872819006,6.0502267616278225
67,1.160992,9,1.3136970731489053,-9.76,0.93,0.05,-2.210379764459107,5.966404983182839
68,1.177852,8,1.2084287318663023,-9.78,0.65,0.06,-2.218425290225145,5.875293173094402
69,1.186756,8,1.2084287318663023,-9.78,0.65,0.06,-2.2312027657383373,5.773679691898224
70,1.2063679999999999,7,1.277380131362626,-9.8,0.25,0.08,-2.232529688622571,5.685682202986331
71,1.223544,6,1.2041179344233686,-9.8,-0.02,0.11,-2.2347169050829425,5.594619977750586
72,1.240376,5,0.9615092303249095,-9.8,-0.17,0.13,-2.240483072008935,5.500472565344391
