,time,dt,Angle,grav1,grav2,grav3,gyro1,gyro2,gyro3,magnet1,magnet2,magnet3,euler1,euler2,euler3,accl1,accl2,accl3,linaccl1,linaccl2,linaccl3,quat1,quat2,quat3,quat4
0,36596,19616,19,-9.45,2.34,-1.16,2.75,18.87,-30.56,48.06,-6.38,35.5,-83.87,-74.5,116.31,-9.14,3.08,-0.97,0.31,0.78,0.22,-0.49,0.62,0.42,0.44
1,53372,16772,19,-9.46,2.25,-1.22,-5.25,21.31,-28.62,48.06,-6.38,35.5,-84.25,-74.81,118.5,-9.35,2.66,-1.1,0.11,0.41,0.11,-0.49,0.62,0.42,0.44
2,72848,19472,19,-9.47,2.17,-1.29,0.25,20.44,-26.06,47.38,-3.5,35.88,-84.62,-75.06,120.69,-9.5,2.09,-1.31,-0.03,-0.07,-0.02,-0.49,0.62,0.43,0.44
3,92900,20048,19,-9.48,2.12,-1.32,11.31,17.87,-26.5,47.38,-3.5,35.88,-85.25,-75.25,123.06,-9.43,2.33,-1.37,0.05,0.25,-0.01,-0.48,0.62,0.43,0.44
4,109768,16864,18,-9.49,2.03,-1.38,18.81,14.44,-26.06,47.75,-3.06,36.69,-86.06,-75.56,125.44,-9.54,2.45,-1.54,-0.04,0.46,-0.12,-0.48,0.62,0.44,0.45
5,128708,18936,18,-9.5,1.94,-1.44,20.69,12.94,-24.37,47.75,-3.06,36.69,-86.94,-75.75,127.75,-9.43,2.22,-1.38,0.07,0.32,0.08,-0.47,0.62,0.44,0.45
6,147848,19136,18,-9.51,1.85,-1.49,22.5,11.44,-26.75,47.75,-3.06,36.69,-87.81,-76.0,129.94,-9.22,2.8,-1.64,0.29,0.98,-0.12,-0.47,0.62,0.44,0.45
7,164516,16664,18,-9.52,1.76,-1.54,22.0,11.69,-30.25,46.25,-1.69,38.56,-88.31,-76.12,131.25,-9.21,3.06,-1.65,0.3,1.3,-0.1,-0.46,0.62,0.44,0.45
8,184024,19504,18,-9.53,1.66,-1.59,19.25,11.81,-25.44,46.25,-1.69,38.56,-89.25,-76.31,133.75,-9.38,2.07,-1.67,0.14,0.4,-0.07,-0.46,0.62,0.44,0.46
9,200700,16672,18,-9.53,1.57,-1.64,18.19,11.44,-26.25,46.25,-1.69,38.56,-90.06,-76.56,136.25,-9.41,1.77,-1.66,0.12,0.19,-0.01,-0.46,0.62,0.44,0.46
10,218300,17596,18,-9.54,1.52,-1.66,18.31,11.0,-26.12,46.25,-0.06,38.19,-91.0,-76.75,138.75,-9.35,2.0,-1.6,0.19,0.52,0.08,-0.45,0.62,0.45,0.46
11,237528,19224,18,-9.54,1.43,-1.71,19.06,10.38,-25.69,46.25,-0.06,38.19,-91.87,-76.87,141.31,-9.21,2.27,-1.53,0.33,0.89,0.19,-0.45,0.62,0.45,0.46
12,254308,16776,18,-9.55,1.33,-1.75,17.44,10.88,-26.44,46.25,-0.06,38.19,-92.31,-76.94,142.63,-9.1,2.46,-1.64,0.44,1.24,0.11,-0.44,0.62,0.45,0.46
13,273892,19580,18,-9.56,1.23,-1.79,15.63,11.31,-27.87,45.06,0.56,38.19,-93.19,-77.12,145.38,-9.13,2.61,-1.69,0.42,1.37,0.1,-0.44,0.62,0.45,0.47
14,293772,19876,18,-9.56,1.13,-1.84,9.75,12.25,-30.81,45.06,0.56,38.19,-94.0,-77.25,148.31,-9.39,1.75,-1.75,0.17,0.62,0.08,-0.43,0.62,0.46,0.47
15,310352,16572,18,-9.56,1.02,-1.88,8.06,12.25,-33.0,45.5,2.75,39.38,-94.75,-77.31,151.44,-9.5,1.25,-1.88,0.06,0.23,0.0,-0.43,0.62,0.46,0.47
16,330376,20020,18,-9.57,0.96,-1.9,10.0,11.75,-34.19,45.5,2.75,39.38,-95.62,-77.44,154.69,-9.7,0.75,-1.83,-0.13,-0.15,0.08,-0.43,0.62,0.46,0.47
17,348440,18060,18,-9.57,0.84,-1.94,12.63,11.56,-34.63,45.5,2.75,39.38,-96.56,-77.5,158.13,-9.69,0.39,-1.61,-0.12,-0.39,0.34,-0.42,0.62,0.47,0.47
18,365336,16892,18,-9.57,0.72,-1.98,14.81,11.44,-34.25,44.38,3.88,38.56,-97.06,-77.5,159.88,-9.75,0.44,-1.62,-0.17,-0.21,0.37,-0.42,0.62,0.47,0.47
19,374320,8980,18,-9.57,0.72,-1.98,14.81,11.44,-34.25,44.38,3.88,38.56,-97.06,-77.5,159.88,-9.75,0.44,-1.62,-0.17,-0.21,0.37,-0.42,0.62,0.47,0.47
20,394192,19864,18,-9.57,0.54,-2.04,22.5,9.25,-33.25,44.38,3.88,38.56,-98.75,-77.5,165.0,-9.84,0.51,-1.62,-0.34,-0.17,0.43,-0.41,0.62,0.47,0.48
21,410832,16636,18,-9.57,0.41,-2.07,25.0,9.06,-34.56,43.56,5.38,40.88,-99.94,-77.5,168.56,-9.94,0.3,-1.67,-0.37,-0.11,0.39,-0.4,0.62,0.47,0.48
22,429860,19024,18,-9.57,0.35,-2.08,29.75,8.31,-35.63,43.56,5.38,40.88,-101.31,-77.5,172.19,-9.9,0.75,-1.82,-0.33,0.46,0.27,-0.4,0.62,0.48,0.49
23,448152,18288,18,-9.57,0.22,-2.1,30.0,7.81,-36.44,43.56,5.38,40.88,-102.69,-77.5,175.88,-9.76,0.74,-2.1,-0.19,0.58,0.01,-0.39,0.62,0.48,0.49
