,time,dt,Angle,grav1,grav2,grav3,gyro1,gyro2,gyro3,magnet1,magnet2,magnet3,euler1,euler2,euler3,accl1,accl2,accl3,linaccl1,linaccl2,linaccl3,quat1,quat2,quat3,quat4
0,35176,16896,7,-9.07,3.53,-1.1,-34.63,-3.06,-26.62,50.25,-4.56,5.5,-159.13,-67.75,107.37,-10.3,9.64,1.89,-1.2,6.15,2.91,-0.12,0.73,-0.13,0.66
1,55064,19884,9,-9.14,3.4,-0.94,-119.44,-2.5,-71.31,50.25,-4.56,5.5,-158.06,-68.81,105.5,3.12,5.03,-1.43,4.06,-4.59,-4.52,-0.13,0.73,-0.11,0.66
2,71920,16852,10,-9.2,3.24,-0.91,-130.56,43.31,-61.38,50.25,-4.56,5.5,-156.75,-69.87,105.69,-3.75,-5.49,-7.72,5.45,-8.74,-6.81,-0.14,0.73,-0.1,0.66
3,91996,20072,10,-9.23,3.16,-0.92,-94.94,50.44,-77.69,49.88,-0.19,6.56,-155.63,-70.87,107.37,-9.35,-11.51,-8.03,-0.08,-14.57,-7.08,-0.14,0.74,-0.08,0.66
4,112316,20316,10,-9.32,2.84,-1.04,-3.94,32.19,-62.0,49.88,-0.19,6.56,-156.13,-71.94,110.06,-9.61,-7.23,-3.25,-0.29,-10.07,-2.21,-0.14,0.74,-0.07,0.65
5,121368,9048,10,-9.32,2.84,-1.04,-3.94,32.19,-62.0,49.88,-0.19,6.56,-156.13,-71.94,110.06,-9.61,-7.23,-3.25,-0.29,-10.07,-2.21,-0.14,0.74,-0.07,0.65
6,140672,19300,10,-9.36,2.66,-1.15,65.44,19.5,-58.69,48.5,2.69,8.56,-159.38,-73.19,115.44,-10.5,1.85,0.74,-1.12,-0.7,1.96,-0.12,0.75,-0.06,0.65
7,160736,20060,10,-9.41,2.44,-1.27,43.19,20.62,-64.19,48.5,2.69,8.56,-161.5,-74.12,119.56,-9.11,0.49,-1.6,0.31,-1.83,-0.27,-0.11,0.75,-0.06,0.65
8,177620,16880,9,-9.45,2.22,-1.37,41.88,20.31,-60.94,48.75,6.5,8.88,-163.44,-74.87,123.81,-9.24,0.83,-3.44,0.21,-1.28,-2.01,-0.09,0.75,-0.06,0.65
9,197704,20080,9,-9.48,2.01,-1.47,41.69,24.56,-58.5,48.75,6.5,8.88,-165.44,-75.5,128.81,-9.68,1.67,-5.18,-0.18,-0.23,-3.65,-0.08,0.76,-0.05,0.64
10,216972,19264,9,-9.51,1.78,-1.58,42.0,26.25,-69.06,48.75,6.5,8.88,-167.56,-76.19,134.44,-9.41,2.17,-4.32,0.1,0.5,-2.68,-0.07,0.76,-0.05,0.64
11,233716,16740,8,-9.53,1.55,-1.68,36.31,22.81,-62.38,47.06,9.0,10.0,-168.5,-76.44,137.25,-9.64,1.3,-2.71,-0.11,-0.25,-1.03,-0.06,0.77,-0.04,0.64
12,253448,19728,8,-9.55,1.31,-1.76,29.81,19.12,-72.44,47.06,9.0,10.0,-170.5,-77.0,143.38,-9.49,0.63,-1.9,0.05,-0.67,-0.13,-0.05,0.77,-0.04,0.64
13,270080,16628,8,-9.57,1.07,-1.83,37.13,18.56,-64.19,47.06,9.0,10.0,-172.56,-77.44,149.63,-9.5,0.2,-1.51,0.06,-0.87,0.32,-0.04,0.77,-0.04,0.64
14,287900,17816,7,-9.57,0.96,-1.87,41.25,18.81,-62.63,48.19,12.25,10.38,-174.75,-77.62,156.13,-9.61,0.9,-2.13,-0.03,0.05,-0.22,-0.03,0.77,-0.03,0.63
15,308128,20224,7,-9.58,0.72,-1.95,45.75,19.06,-63.63,48.19,12.25,10.38,-177.0,-77.75,162.88,-9.13,2.52,-2.95,0.45,1.91,-0.96,-0.02,0.77,-0.03,0.63
16,325036,16904,7,-9.58,0.5,-2.02,36.75,18.19,-60.44,48.19,12.25,10.38,-178.0,-77.69,166.0,-8.99,1.35,-2.9,0.58,0.96,-0.85,-0.01,0.78,-0.02,0.63
17,344524,19484,6,-9.57,0.28,-2.08,21.75,17.69,-62.19,46.5,15.5,9.25,-179.75,-77.62,172.13,-9.01,1.33,-2.69,0.56,1.16,-0.58,0.0,0.78,-0.02,0.63
18,364344,19816,6,-9.56,0.06,-2.14,18.5,19.06,-63.88,46.5,15.5,9.25,-181.44,-77.37,178.25,-9.18,1.16,-2.44,0.3,1.08,0.03,0.01,0.78,-0.01,0.62
19,380964,16616,6,-9.55,-0.13,-2.2,21.44,20.31,-56.25,45.38,18.0,8.88,-183.06,-76.94,-176.38,-9.09,1.01,-2.23,0.46,1.15,-0.02,0.02,0.78,-0.01,0.62
20,400952,19984,6,-9.54,-0.23,-2.23,20.31,21.5,-50.38,45.38,18.0,8.88,-184.56,-76.44,-171.94,-8.79,1.33,-2.84,0.74,1.65,-0.56,0.03,0.78,-0.01,0.62
21,418484,17528,6,-9.52,-0.4,-2.3,16.0,22.5,-50.5,45.38,18.0,8.88,-186.0,-75.81,-168.06,-9.49,0.54,-2.8,0.01,1.04,-0.46,0.03,0.79,0.0,0.62
22,435332,16844,6,-9.49,-0.58,-2.37,16.5,22.06,-52.06,44.25,21.69,10.75,-186.75,-75.5,-166.13,-9.42,-0.84,-2.19,0.05,-0.16,0.21,0.04,0.79,0.0,0.61
23,455192,19856,6,-9.46,-0.77,-2.44,26.81,21.69,-53.5,44.25,21.69,10.75,-188.38,-74.81,-162.38,-9.84,-1.14,-2.2,-0.39,-0.26,0.26,0.05,0.79,0.01,0.61
24,472108,16912,6,-9.43,-0.98,-2.49,43.06,21.5,-55.31,44.25,21.69,10.75,-190.44,-74.06,-158.5,-9.97,-1.58,-2.48,-0.54,-0.6,0.01,0.06,0.79,0.01,0.61
25,481108,8996,6,-9.43,-0.98,-2.49,43.06,21.5,-55.31,44.25,21.69,10.75,-190.44,-74.06,-158.5,-9.97,-1.58,-2.48,-0.54,-0.6,0.01,0.06,0.79,0.01,0.61
26,501304,20192,6,-9.39,-1.2,-2.55,65.19,31.12,-55.06,42.88,23.5,11.19,-194.25,-72.69,-152.88,-10.57,-0.95,-3.52,-1.2,0.37,-0.93,0.08,0.79,0.01,0.6
27,518564,17256,6,-9.31,-1.55,-2.64,81.5,29.37,-50.0,42.88,23.5,11.19,-197.31,-71.69,-149.56,-10.87,1.22,-2.55,-1.56,2.78,0.09,0.09,0.8,0.01,0.6
28,535452,16884,7,-9.28,-1.66,-2.66,84.06,24.56,-48.81,41.5,26.37,9.25,-200.44,-70.87,-146.19,-10.63,7.34,-2.11,-1.37,9.13,0.55,0.11,0.8,0.01,0.59
29,555300,19840,9,-9.24,-1.88,-2.66,80.44,10.94,-39.81,41.5,26.37,9.25,-202.94,-70.37,-143.69,-10.49,4.57,-1.31,-1.25,6.51,1.33,0.12,0.8,0.01,0.59
30,572280,16972,11,-9.22,-2.0,-2.63,52.56,4.0,-24.44,41.5,26.37,9.25,-203.88,-70.19,-142.69,-10.89,3.8,-1.49,-1.66,5.8,1.14,0.13,0.8,0.0,0.59
31,581272,8988,11,-9.22,-2.0,-2.63,52.56,4.0,-24.44,41.5,26.37,9.25,-203.88,-70.19,-142.69,-10.89,3.8,-1.49,-1.66,5.8,1.14,0.13,0.8,0.0,0.59
32,601228,19952,14,-9.2,-2.14,-2.62,31.5,8.38,-14.25,39.0,29.69,8.88,-205.81,-69.75,-140.69,-12.64,6.21,-2.19,-3.43,8.36,0.42,0.14,0.8,0.0,0.59
33,618424,17192,18,-9.19,-2.17,-2.62,16.62,2.69,2.13,39.0,29.69,8.88,-206.44,-69.62,-140.38,-11.16,5.92,-1.34,-1.97,8.09,1.27,0.14,0.8,0.0,0.59
