,time,dt,Angle,grav1,grav2,grav3,gyro1,gyro2,gyro3,magnet1,magnet2,magnet3,euler1,euler2,euler3,accl1,accl2,accl3,linaccl1,linaccl2,linaccl3,quat1,quat2,quat3,quat4
0,37052,16884,15,-8.49,4.77,1.05,-28.94,46.13,57.56,20.06,-33.25,2.56,-244.0,-59.63,78.31,-8.81,2.25,-1.03,-0.34,-2.59,-2.02,-0.39,-0.32,0.59,-0.63
1,46044,8988,15,-8.49,4.77,1.05,-28.94,46.13,57.56,20.06,-33.25,2.56,-244.0,-59.63,78.31,-8.81,2.25,-1.03,-0.34,-2.59,-2.02,-0.39,-0.32,0.59,-0.63
2,65696,19648,12,-8.41,4.96,0.87,5.38,40.75,34.5,17.56,-36.38,-0.5,-242.56,-58.88,80.75,-8.8,3.29,-0.11,-0.4,-1.7,-0.92,-0.38,-0.32,0.6,-0.63
3,82464,16764,11,-8.38,5.02,0.74,16.19,37.63,18.44,17.56,-36.38,-0.5,-242.38,-58.75,81.56,-8.19,4.81,0.66,0.19,-0.21,-0.08,-0.38,-0.32,0.6,-0.63
4,102044,19576,9,-8.38,5.05,0.6,18.06,40.0,3.5,17.06,-38.0,-1.88,-242.13,-58.69,83.12,-7.89,6.26,0.9,0.48,1.2,0.29,-0.38,-0.32,0.61,-0.62
5,121872,19824,9,-8.4,5.03,0.46,6.06,44.13,-8.69,17.06,-38.0,-1.88,-242.0,-58.94,84.69,-8.09,8.64,1.11,0.3,3.6,0.65,-0.37,-0.32,0.61,-0.62
6,138668,16792,9,-8.42,5.0,0.35,-22.06,49.38,-12.19,17.56,-38.56,-2.25,-241.56,-59.19,85.94,-7.92,9.7,1.25,0.5,4.7,0.9,-0.37,-0.33,0.61,-0.62
7,158680,20008,9,-8.44,4.97,0.31,-40.25,52.5,-18.69,17.56,-38.56,-2.25,-240.75,-59.75,86.69,-8.0,8.33,0.3,0.47,3.4,0.02,-0.36,-0.34,0.61,-0.62
8,177280,18596,9,-8.51,4.85,0.26,-75.5,57.31,-46.44,17.56,-38.56,-2.25,-239.81,-60.88,86.94,-9.17,6.47,-0.63,-0.6,1.71,-0.88,-0.36,-0.36,0.6,-0.62
9,194144,16860,9,-8.62,4.66,0.25,-112.81,58.38,-67.94,19.69,-38.06,-3.19,-239.25,-61.56,86.81,-13.33,7.22,0.0,-14.82,5.17,4.35,-0.35,-0.38,0.58,-0.63
10,214108,19960,9,-8.68,4.53,0.37,-136.69,15.19,-17.19,19.69,-38.06,-3.19,-237.5,-62.31,85.31,-26.17,13.09,10.11,1.06,7.3,6.26,-0.34,-0.39,0.57,-0.64
11,231156,17044,10,-8.74,4.39,0.63,-235.19,33.88,-55.56,19.69,-38.06,-3.19,-234.5,-63.06,81.75,-3.94,8.16,4.53,4.79,3.76,3.9,-0.33,-0.4,0.55,-0.65
12,250936,19776,11,-8.81,4.23,0.73,-225.56,48.63,-79.37,23.5,-36.38,-6.75,-232.0,-64.81,78.56,-8.75,-1.12,-5.11,0.11,-5.21,-5.94,-0.32,-0.43,0.52,-0.66
13,271448,20508,13,-8.92,3.97,0.88,-159.88,57.06,-51.75,23.5,-36.38,-6.75,-229.75,-66.06,76.87,-13.21,-10.63,-6.43,-4.24,-14.5,-7.33,-0.31,-0.45,0.5,-0.67
14,288380,16928,13,-9.01,3.76,0.88,-38.56,54.88,-60.56,26.56,-35.0,-13.0,-229.25,-67.44,77.31,-12.03,-14.84,-8.44,-2.97,-18.51,-9.26,-0.31,-0.46,0.49,-0.67
15,308796,20412,13,-9.09,3.59,0.73,47.25,37.06,-54.44,26.56,-35.0,-13.0,-231.31,-68.44,79.62,-11.65,-6.28,-4.08,-2.53,-9.83,-4.72,-0.32,-0.47,0.5,-0.66
16,327248,18448,12,-9.14,3.48,0.56,139.5,-0.44,-46.44,26.56,-35.0,-13.0,-234.75,-69.44,81.56,-10.61,6.91,3.43,-1.42,3.51,2.93,-0.33,-0.46,0.51,-0.64
17,344292,17040,12,-9.22,3.29,0.46,111.25,-16.75,-72.0,29.87,-30.06,-13.5,-236.5,-70.12,81.94,-10.8,10.48,4.01,-0.56,9.16,3.36,-0.35,-0.46,0.51,-0.63
18,364268,19972,12,-9.3,3.07,0.45,0.63,-0.56,-74.06,29.87,-30.06,-13.5,-238.5,-71.5,81.62,-6.16,6.61,-0.39,3.18,3.67,-0.84,-0.35,-0.47,0.5,-0.63
19,381144,16872,11,-9.38,2.79,0.44,-89.5,30.25,-88.19,29.87,-30.06,-13.5,-238.75,-73.19,80.81,-7.04,2.77,-2.71,2.34,-0.01,-3.16,-0.35,-0.48,0.5,-0.63
