,time,dt,Angle,grav1,grav2,grav3,gyro1,gyro2,gyro3,magnet1,magnet2,magnet3,euler1,euler2,euler3,accl1,accl2,accl3,linaccl1,linaccl2,linaccl3,quat1,quat2,quat3,quat4
0,29172,8976,19,-9.62,-1.81,0.55,-76.81,-34.5,36.38,41.19,-16.5,-8.06,-280.75,-79.06,-71.37,-9.5,4.18,-0.98,0.12,5.94,-1.57,0.56,0.52,-0.44,0.46
1,48256,19080,25,-9.64,-1.62,0.65,-83.69,-27.06,59.69,40.56,-14.38,-10.06,-276.94,-80.12,-66.31,-9.6,3.81,-2.57,0.05,5.35,-3.24,0.55,0.53,-0.43,0.48
2,68224,19964,28,-9.67,-1.43,0.69,-91.0,-26.37,80.25,40.56,-14.38,-10.06,-273.81,-81.19,-61.38,-10.11,0.91,-1.65,-0.41,2.22,-2.37,0.53,0.53,-0.43,0.5
3,85232,17004,31,-9.7,-1.18,0.74,-90.69,-29.87,81.44,41.19,-13.38,-13.56,-270.63,-82.19,-54.25,-9.7,-1.22,-2.52,0.01,-0.14,-3.3,0.52,0.53,-0.43,0.52
4,105752,20516,34,-9.72,-0.98,0.79,-89.69,-22.81,64.87,41.19,-13.38,-13.56,-267.75,-82.94,-47.88,-10.62,0.79,-3.67,-0.89,1.68,-4.47,0.51,0.53,-0.42,0.53
5,125088,19332,36,-9.74,-0.78,0.8,-91.94,-7.25,71.69,41.19,-13.38,-13.56,-264.5,-83.94,-3.81,-10.2,1.69,-4.52,-0.44,2.35,-5.31,0.49,0.53,-0.42,0.54
6,142100,17008,37,-9.76,-0.51,0.76,-123.81,9.06,98.44,39.75,-13.06,-14.88,-262.44,-84.56,-2.94,-10.33,1.48,-4.23,-0.56,1.99,-5.0,0.47,0.54,-0.42,0.56
7,161804,19700,38,-9.78,-0.21,0.67,-150.69,25.56,100.19,39.75,-13.06,-14.88,-257.88,-85.81,-1.19,-10.58,-1.13,-3.25,-0.86,-2.19,-3.65,0.45,0.54,-0.42,0.58
8,178704,16896,38,-9.79,0.05,0.56,-151.13,31.94,87.12,39.75,-13.06,-14.88,-253.38,-86.62,0.31,-10.79,-3.36,-2.64,-1.0,-3.42,-3.21,0.43,0.55,-0.41,0.58
9,198108,19400,38,-9.79,0.18,0.52,-126.69,23.37,92.75,39.25,-12.69,-17.25,-249.13,-86.56,1.88,-11.29,-2.93,-2.39,-1.5,-3.26,-2.88,0.41,0.55,-0.41,0.6
10,218404,20292,37,-9.78,0.48,0.46,-101.06,11.0,106.06,39.25,-12.69,-17.25,-245.19,-85.31,3.75,-10.61,-0.83,-1.13,-0.84,-1.48,-1.59,0.39,0.56,-0.41,0.61
11,235480,17072,35,-9.76,0.82,0.46,-92.94,6.81,111.25,38.06,-10.56,-18.5,-241.31,-83.5,5.81,-10.06,-0.06,-0.24,-0.31,-1.06,-0.7,0.37,0.55,-0.41,0.62
12,255744,20260,34,-9.72,1.16,0.47,-91.19,4.88,106.0,38.06,-10.56,-18.5,-237.56,-81.69,69.94,-8.36,1.94,-0.19,1.33,0.61,-0.67,0.35,0.55,-0.41,0.63
13,274808,19060,32,-9.68,1.48,0.49,-101.81,10.63,101.69,38.06,-10.56,-18.5,-233.63,-79.87,73.25,-8.41,2.46,-0.16,1.24,0.81,-0.66,0.33,0.55,-0.41,0.65
14,291820,17008,30,-9.62,1.8,0.49,-122.87,23.25,104.25,38.5,-12.06,-19.19,-231.44,-78.94,74.75,-9.05,2.57,-0.46,0.03,0.67,-1.16,0.3,0.56,-0.41,0.66
15,311820,19996,28,-9.55,2.13,0.48,-136.63,30.69,110.69,38.5,-12.06,-19.19,-226.81,-77.06,77.12,-9.93,2.5,-0.87,-0.53,-0.16,-1.33,0.27,0.56,-0.4,0.67
16,328636,16812,26,-9.47,2.47,0.49,-144.69,32.75,112.69,38.5,-12.06,-19.19,-221.94,-75.06,78.69,-9.96,1.97,-0.78,-0.49,-0.49,-1.28,0.26,0.56,-0.4,0.68
