,time,dt,Angle,grav1,grav2,grav3,gyro1,gyro2,gyro3,magnet1,magnet2,magnet3,euler1,euler2,euler3,accl1,accl2,accl3,linaccl1,linaccl2,linaccl3,quat1,quat2,quat3,quat4
0,35652,16744,21,-9.77,-0.16,-0.75,0.44,-2.69,-4.44,51.25,-28.25,-17.87,-324.19,-85.44,-179.0,-9.53,-0.21,-1.24,0.27,0.1,-0.38,-0.65,-0.24,0.69,-0.21
1,54300,18644,21,-9.77,-0.17,-0.76,1.25,-2.56,-1.81,50.88,-27.5,-19.06,-324.25,-85.37,-178.94,-9.52,-0.16,-1.07,0.25,0.01,-0.3,-0.65,-0.24,0.69,-0.21
2,72668,18364,21,-9.77,-0.17,-0.76,0.5,-2.06,0.12,50.88,-27.5,-19.06,-324.31,-85.37,-178.94,-9.71,-0.43,-1.05,0.06,-0.25,-0.28,-0.65,-0.24,0.69,-0.21
3,89568,16896,21,-9.77,-0.18,-0.76,0.44,-1.81,-0.37,50.69,-27.5,-19.5,-324.31,-85.37,-178.88,-9.75,-0.5,-1.08,0.01,-0.32,-0.32,-0.65,-0.24,0.69,-0.21
4,98544,8972,21,-9.77,-0.18,-0.76,0.44,-1.81,-0.37,50.69,-27.5,-19.5,-324.31,-85.37,-178.88,-9.75,-0.5,-1.08,0.01,-0.32,-0.32,-0.65,-0.24,0.69,-0.21
5,117856,19308,21,-9.77,-0.18,-0.75,3.5,-2.56,-1.69,50.69,-27.5,-19.5,-324.5,-85.37,-178.81,-9.78,-0.43,-1.17,-0.01,-0.23,-0.41,-0.65,-0.24,0.69,-0.21
6,134820,16960,21,-9.77,-0.2,-0.75,4.94,-3.44,-2.31,50.69,-27.5,-19.5,-324.63,-85.37,-178.75,-9.73,-0.32,-1.08,0.03,-0.11,-0.33,-0.65,-0.24,0.69,-0.21
7,153700,18876,21,-9.77,-0.21,-0.75,4.63,-3.75,-2.25,52.06,-28.56,-18.25,-324.75,-85.37,-178.69,-9.57,-0.19,-1.1,0.2,0.02,-0.35,-0.65,-0.24,0.69,-0.21
8,172956,19248,21,-9.77,-0.22,-0.74,3.19,-3.56,-1.88,52.06,-28.56,-18.25,-324.88,-85.44,-178.69,-9.58,-0.11,-1.12,0.18,0.1,-0.37,-0.65,-0.24,0.69,-0.2
9,189908,16948,21,-9.77,-0.22,-0.73,2.25,-2.88,-1.37,50.56,-27.06,-18.25,-324.94,-85.44,-178.63,-9.61,-0.03,-1.1,0.16,0.19,-0.36,-0.65,-0.24,0.69,-0.2
10,198932,9020,21,-9.77,-0.22,-0.73,2.25,-2.88,-1.37,50.56,-27.06,-18.25,-324.94,-85.44,-178.63,-9.61,-0.03,-1.1,0.16,0.19,-0.36,-0.65,-0.24,0.69,-0.2
11,218292,19356,21,-9.77,-0.22,-0.73,-0.25,-2.13,-0.81,50.56,-27.06,-18.25,-324.94,-85.44,-178.63,-9.7,-0.36,-1.17,0.07,-0.13,-0.43,-0.65,-0.24,0.69,-0.2
