,time,dt,Angle,grav1,grav2,grav3,gyro1,gyro2,gyro3,magnet1,magnet2,magnet3,euler1,euler2,euler3,accl1,accl2,accl3,linaccl1,linaccl2,linaccl3,quat1,quat2,quat3,quat4
0,37256,16968,5,-9.63,-0.59,-1.74,-35.19,11.88,-29.44,34.38,-5.19,11.06,-282.38,-79.0,-160.63,-10.5,10.61,1.54,-0.88,11.23,3.3,-0.5,-0.52,0.57,-0.4
1,57680,20420,9,-9.62,-0.6,-1.75,-32.06,-4.69,-0.5,32.88,-5.19,13.88,-281.44,-79.31,-161.94,-11.55,11.8,3.26,-1.92,12.36,4.98,-0.5,-0.52,0.56,-0.41
2,77380,19696,14,-9.65,-0.47,-1.66,-16.44,-40.0,49.38,32.88,-5.19,13.88,-280.19,-80.5,-166.63,-11.4,1.76,2.28,-1.73,2.13,3.84,-0.5,-0.51,0.57,-0.42
3,94268,16884,17,-9.69,-0.26,-1.46,19.19,-59.06,66.75,30.37,-6.5,16.19,-279.75,-81.19,-169.63,-10.93,12.6,1.91,-2.37,5.02,0.07,-0.5,-0.5,0.57,-0.43
4,114128,19856,20,-9.71,-0.03,-1.34,-20.44,-35.19,76.69,30.37,-6.5,16.19,-278.0,-82.12,-178.44,-10.12,8.68,-5.09,-0.4,8.72,-3.75,-0.49,-0.5,0.57,-0.44
5,130952,16820,23,-9.71,0.27,-1.28,-110.62,-13.88,83.69,30.37,-6.5,16.19,-274.25,-82.31,167.88,-10.06,4.55,-6.21,-0.34,4.28,-4.93,-0.48,-0.5,0.57,-0.45
6,149964,19008,25,-9.71,0.44,-1.26,-111.5,-8.19,88.87,29.87,-12.5,18.56,-270.25,-81.81,153.38,-12.16,2.0,-6.93,-2.45,1.38,-5.68,-0.47,-0.49,0.56,-0.47
7,170200,20232,28,-9.69,0.79,-1.22,-57.38,-9.69,99.81,29.87,-12.5,18.56,-267.0,-80.94,140.81,-13.98,0.18,-7.5,-4.29,-0.79,-6.3,-0.46,-0.49,0.57,-0.48
8,187208,17000,30,-9.66,1.15,-1.16,-54.94,-11.31,104.25,29.06,-23.37,14.69,-263.63,-79.56,129.81,-14.18,0.81,-8.89,-4.53,-0.54,-7.76,-0.44,-0.48,0.57,-0.5
9,207464,20248,30,-9.61,1.58,-1.08,-38.19,-24.81,138.31,29.06,-23.37,14.69,-259.88,-77.62,119.19,-10.6,4.52,-5.86,-1.02,2.7,-4.84,-0.43,-0.47,0.58,-0.51
10,227224,19756,31,-9.54,2.05,-0.95,-92.87,-23.75,134.69,29.06,-23.37,14.69,-255.44,-75.56,111.12,-9.86,0.88,-6.28,-0.36,-1.38,-5.4,-0.41,-0.46,0.58,-0.53
11,244332,17104,31,-9.45,2.48,-0.8,-97.87,-21.06,123.69,26.5,-29.06,8.38,-253.25,-74.5,107.94,-8.76,1.24,-6.33,0.09,-1.96,-5.78,-0.4,-0.46,0.57,-0.55
12,264140,19804,31,-9.33,2.91,-0.65,-100.87,-18.87,129.06,26.5,-29.06,8.38,-248.94,-72.19,102.62,-9.55,0.58,-6.39,-0.53,-2.9,-5.69,-0.38,-0.45,0.57,-0.57
13,281000,16856,30,-9.19,3.36,-0.47,-123.75,-14.63,137.06,26.5,-29.06,8.38,-244.13,-69.69,98.06,-11.2,-1.53,-5.9,-2.0,-4.9,-5.42,-0.37,-0.44,0.57,-0.58
14,299304,18300,28,-9.12,3.57,-0.37,-147.63,-11.69,123.25,23.69,-32.75,0.75,-239.13,-67.25,94.06,-10.4,-2.04,-5.2,-1.36,-5.81,-4.93,-0.34,-0.44,0.57,-0.61
15,319772,20464,25,-8.97,3.95,-0.15,-156.25,-11.13,112.19,23.69,-32.75,0.75,-234.25,-65.19,90.31,-8.99,-2.34,-3.63,-0.09,-6.44,-3.61,-0.32,-0.44,0.56,-0.63
16,336804,17028,22,-8.84,4.24,0.1,-164.75,-10.5,90.94,23.69,-32.75,0.75,-229.88,-63.56,86.75,-8.64,-2.29,-2.7,0.13,-6.65,-2.95,-0.3,-0.44,0.55,-0.65
17,357044,20236,18,-8.72,4.45,0.38,-167.94,-12.56,70.87,20.69,-34.38,-6.69,-225.63,-62.31,82.87,-7.24,4.87,-2.03,1.43,0.35,-2.59,-0.28,-0.44,0.53,-0.67
18,376768,19720,14,-8.64,4.58,0.73,-208.88,-7.13,57.75,20.69,-34.38,-6.69,-221.13,-61.25,78.62,-9.12,-4.52,-1.05,-0.52,-9.15,-1.98,-0.26,-0.44,0.51,-0.69
19,393676,16904,11,-8.54,4.68,1.1,-199.13,-10.13,68.81,20.25,-34.25,-14.06,-218.94,-60.56,76.75,-8.31,2.69,2.13,0.79,4.93,1.19,-0.24,-0.45,0.49,-0.71
20,402792,9112,11,-8.54,4.68,1.1,-199.13,-10.13,68.81,20.25,-34.25,-14.06,-218.94,-60.56,76.75,-8.31,2.69,2.13,0.79,4.93,1.19,-0.24,-0.45,0.49,-0.71
21,422708,19904,6,-8.41,4.75,1.62,-194.81,-0.25,41.19,20.25,-34.25,-14.06,-212.81,-59.13,71.12,-6.73,13.73,4.34,1.68,8.97,2.72,-0.2,-0.45,0.45,-0.74
22,439472,16760,4,-8.4,4.67,1.91,-196.69,24.5,18.19,19.87,-32.56,-21.06,-209.25,-59.0,67.62,-5.89,8.22,4.08,2.51,3.55,2.16,-0.2,-0.46,0.44,-0.75
23,459592,20116,3,-8.41,4.62,2.01,-183.81,32.5,9.25,19.87,-32.56,-21.06,-206.5,-59.13,65.5,-7.64,4.44,-0.61,0.77,-0.13,-2.7,-0.18,-0.47,0.42,-0.76
24,477888,18292,3,-8.42,4.55,2.11,-52.69,28.0,18.81,19.87,-32.56,-21.06,-204.88,-59.13,65.06,-7.71,2.85,-2.04,0.7,-1.71,-4.16,-0.17,-0.47,0.41,-0.76
25,494860,16968,3,-8.41,4.58,2.09,-16.75,27.44,21.25,20.06,-29.0,-26.37,-204.44,-59.0,65.44,-6.37,4.86,-3.42,2.03,0.26,-5.46,-0.16,-0.48,0.41,-0.76
26,514752,19888,4,-8.43,4.59,1.98,4.75,40.81,-5.5,20.06,-29.0,-26.37,-204.19,-59.25,66.62,-3.89,5.34,-3.82,4.55,0.75,-5.73,-0.16,-0.48,0.41,-0.76
27,531608,16852,6,-8.47,4.58,1.83,-25.56,64.56,-1.19,20.06,-29.0,-26.37,-203.63,-59.75,68.12,-5.25,2.23,-4.46,3.21,-2.34,-6.3,-0.16,-0.49,0.41,-0.75
28,551620,20008,6,-8.54,4.5,1.69,-80.87,91.62,-15.94,22.69,-27.56,-26.87,-202.19,-60.56,69.31,-9.3,0.12,-3.68,-0.75,-4.37,-5.38,-0.15,-0.5,0.4,-0.75
29,571744,20120,8,-8.56,4.46,1.68,-124.94,51.63,30.75,22.69,-27.56,-26.87,-199.88,-60.81,69.31,-19.32,13.74,7.54,-10.75,9.27,5.85,-0.13,-0.51,0.39,-0.75
30,588632,16884,8,-8.59,4.41,1.66,-184.69,111.69,-14.13,26.0,-26.5,-26.87,-196.44,-61.25,69.25,-9.44,3.4,3.12,-0.84,-1.0,1.45,-0.11,-0.53,0.37,-0.76
31,608968,20332,8,-8.68,4.24,1.62,-188.31,122.31,-75.25,26.0,-26.5,-26.87,-194.63,-63.56,68.94,-8.34,-9.61,-1.8,0.44,-13.68,-3.37,-0.1,-0.55,0.35,-0.76
32,627456,18484,8,-8.87,3.9,1.48,-86.69,95.37,-76.31,26.0,-26.5,-26.87,-194.0,-65.75,69.69,-14.81,-9.3,-4.55,-5.86,-13.06,-5.95,-0.09,-0.57,0.33,-0.75
33,644624,17164,8,-9.0,3.66,1.31,-43.81,73.31,-63.88,28.87,-21.19,-27.69,-194.0,-66.62,70.25,-13.48,-2.51,-2.29,-4.44,-6.09,-3.52,-0.09,-0.58,0.32,-0.74
