,time,dt,Angle,grav1,grav2,grav3,gyro1,gyro2,gyro3,magnet1,magnet2,magnet3,euler1,euler2,euler3,accl1,accl2,accl3,linaccl1,linaccl2,linaccl3,quat1,quat2,quat3,quat4
0,36500,17036,4,-8.31,4.7,2.21,-127.75,2.44,15.69,20.0,-34.75,-18.06,-199.31,-58.0,64.75,-6.81,1.33,-1.01,1.5,-3.36,-3.22,0.13,0.48,-0.39,0.77
1,53360,16856,3,-8.3,4.7,2.26,-72.31,4.13,21.62,19.87,-32.06,-23.56,-198.13,-57.75,63.88,-7.01,5.1,0.73,1.27,0.4,-1.55,0.12,0.48,-0.39,0.78
2,73076,19712,2,-8.29,4.68,2.32,-48.25,12.13,2.31,19.87,-32.06,-23.56,-197.44,-57.88,63.44,-6.82,5.34,-0.06,1.48,0.68,-2.39,0.12,0.49,-0.38,0.78
3,89812,16732,0,-8.31,4.64,2.32,-32.56,21.5,-1.69,19.87,-32.06,-23.56,-197.13,-58.0,63.38,-6.51,5.42,-0.49,1.8,0.77,-2.81,0.12,0.49,-0.38,0.78
4,109356,19540,0,-8.32,4.64,2.27,-19.37,32.06,9.63,20.0,-31.0,-26.06,-196.5,-58.13,63.88,-6.34,6.46,-1.17,1.98,1.81,-3.44,0.11,0.49,-0.38,0.78
5,129192,19832,0,-8.35,4.63,2.19,-29.94,46.31,-3.31,20.0,-31.0,-26.06,-195.81,-58.44,64.62,-6.33,5.65,-1.13,2.02,1.01,-3.33,0.11,0.5,-0.37,0.77
6,145988,16792,0,-8.43,4.54,2.09,-48.81,65.0,-25.75,23.0,-31.69,-26.37,-195.19,-59.25,65.25,-5.71,4.19,-1.41,2.71,-0.34,-3.51,0.1,0.51,-0.37,0.77
7,166060,20068,0,-8.48,4.47,2.02,-57.0,76.12,-32.88,23.0,-31.69,-26.37,-194.38,-60.5,66.0,-13.47,6.26,1.34,-4.94,1.84,-0.61,0.1,0.52,-0.36,0.77
8,184628,18564,0,-8.57,4.35,1.91,-74.94,69.56,-22.12,23.0,-31.69,-26.37,-193.0,-61.25,66.06,-18.02,10.25,5.54,-9.42,5.94,3.63,0.09,0.53,-0.35,0.77
9,193688,9048,0,-8.57,4.35,1.91,-74.94,69.56,-22.12,23.0,-31.69,-26.37,-193.0,-61.25,66.06,-18.02,10.25,5.54,-9.42,5.94,3.63,0.09,0.53,-0.35,0.77
