,time,dt,Angle,grav1,grav2,grav3,gyro1,gyro2,gyro3,magnet1,magnet2,magnet3,euler1,euler2,euler3,accl1,accl2,accl3,linaccl1,linaccl2,linaccl3,quat1,quat2,quat3,quat4
0,36472,19400,14,-9.15,-3.51,-0.06,-22.44,-18.0,-18.5,49.5,-2.19,10.88,-8.94,-68.94,-91.0,-11.94,2.4,-0.09,-3.36,6.4,-0.18,-0.7,-0.2,0.68,0.05
1,56356,19880,18,-9.13,-3.56,-0.04,-36.19,-21.69,-14.63,49.5,-2.19,10.88,-8.5,-68.62,-90.62,-12.71,2.76,-0.42,-3.57,6.32,-0.38,-0.7,-0.21,0.68,0.05
2,73056,16696,23,-9.12,-3.59,-0.01,-25.87,-19.94,-8.19,49.06,-1.75,13.75,-8.0,-68.44,-90.19,-12.21,1.25,0.29,-3.09,4.85,0.3,-0.7,-0.21,0.67,0.05
3,92976,19916,26,-9.12,-3.59,0.0,7.63,-13.56,10.13,49.06,-1.75,13.75,-7.81,-68.5,-89.44,-9.29,-0.31,-0.08,-0.17,3.27,-0.11,-0.71,-0.21,0.67,0.05
4,110856,17876,31,-9.14,-3.54,0.07,44.81,-13.69,33.19,49.06,-1.75,13.75,-7.88,-69.06,-88.0,-8.97,1.15,0.01,0.18,4.65,-0.1,-0.71,-0.2,0.67,0.05
5,119724,8864,31,-9.14,-3.54,0.07,44.81,-13.69,33.19,49.06,-1.75,13.75,-7.88,-69.06,-88.0,-8.97,1.15,0.01,0.18,4.65,-0.1,-0.71,-0.2,0.67,0.05
6,139948,20220,38,-9.22,-3.32,0.24,46.31,-25.5,61.31,47.19,-3.25,14.56,-7.06,-70.75,-84.31,-9.75,1.49,2.1,-0.49,4.69,1.78,-0.72,-0.19,0.67,0.04
7,159244,19288,42,-9.3,-3.07,0.38,35.19,-29.06,84.44,47.19,-3.25,14.56,-5.69,-72.37,-81.81,-8.74,1.26,0.24,0.6,4.19,-0.17,-0.72,-0.17,0.67,0.04
8,175980,16732,47,-9.39,-2.78,0.42,-9.5,-8.13,92.31,46.0,-3.88,16.19,-4.69,-73.25,-81.25,-9.11,0.96,-0.61,-0.68,1.62,-2.43,-0.72,-0.17,0.67,0.02
9,195580,19596,51,-9.47,-2.48,0.35,-52.13,17.25,96.81,46.0,-3.88,16.19,-2.13,-75.12,-81.87,-10.61,-1.7,-2.38,-1.14,0.78,-2.73,-0.72,-0.16,0.68,0.0
10,212296,16712,55,-9.56,-2.16,0.21,-72.75,29.44,102.12,46.0,-3.88,16.19,-359.06,-77.12,-84.44,-11.42,-3.83,-2.64,-1.86,-1.67,-2.85,-0.71,-0.16,0.68,-0.01
11,230460,18160,58,-9.59,-2.0,0.13,-72.06,31.12,102.44,44.38,-6.88,18.0,-355.88,-79.19,-88.12,-10.66,-4.5,-2.96,-1.03,-2.66,-3.02,-0.71,-0.16,0.69,-0.03
12,250712,20248,59,-9.66,-1.66,-0.01,-64.44,33.19,105.37,44.38,-6.88,18.0,-352.69,-81.25,-93.06,-10.07,-3.14,-2.47,-0.38,-1.66,-2.39,-0.7,-0.15,0.69,-0.04
13,259856,9140,59,-9.66,-1.66,-0.01,-64.44,33.19,105.37,44.38,-6.88,18.0,-352.69,-81.25,-93.06,-10.07,-3.14,-2.47,-0.38,-1.66,-2.39,-0.7,-0.15,0.69,-0.04
14,277124,17264,60,-9.74,-1.1,-0.19,-67.75,23.19,115.56,41.75,-11.19,19.37,-349.19,-83.37,-173.5,-9.84,-4.69,-2.01,-0.08,-3.77,-1.77,-0.69,-0.14,0.7,-0.08
15,297108,19980,60,-9.77,-0.72,-0.27,-59.69,17.81,114.25,41.75,-11.19,19.37,-345.81,-85.44,-175.75,-8.9,-5.41,-1.76,0.88,-4.89,-1.46,-0.69,-0.14,0.7,-0.1
