,time,dt,Angle,grav1,grav2,grav3,gyro1,gyro2,gyro3,magnet1,magnet2,magnet3,euler1,euler2,euler3,accl1,accl2,accl3,linaccl1,linaccl2,linaccl3,quat1,quat2,quat3,quat4
0,36784,20172,21,-9.71,0.1,-1.29,-65.31,-43.44,73.0,29.87,-2.0,16.06,-276.25,-82.5,168.69,-12.05,4.49,-7.4,-2.33,4.24,-6.15,0.49,0.49,-0.57,0.44
1,55036,18248,24,-9.72,0.4,-1.22,-158.19,-7.63,81.81,29.87,-2.0,16.06,-271.38,-82.19,154.25,-10.68,4.18,-8.54,-0.96,3.6,-7.34,0.47,0.49,-0.57,0.46
2,72008,16968,27,-9.7,0.73,-1.17,-140.38,-3.69,82.81,27.0,-8.38,20.37,-269.06,-81.81,147.75,-12.39,1.86,-9.61,-2.69,0.96,-8.46,0.46,0.49,-0.56,0.48
3,91804,19792,29,-9.68,1.05,-1.12,-97.19,-7.25,85.19,27.0,-8.38,20.37,-265.06,-80.94,136.69,-14.46,3.29,-10.53,-4.79,2.07,-9.45,0.44,0.49,-0.56,0.5
4,108756,16948,31,-9.65,1.39,-1.03,-88.87,-15.44,95.44,27.0,-8.38,20.37,-261.44,-79.75,126.69,-15.3,-8.08,-11.55,-5.65,-9.47,-10.51,0.44,0.49,-0.56,0.51
5,128252,19492,31,-9.59,1.8,-0.88,-120.25,-30.37,117.56,25.06,-22.06,18.06,-257.19,-78.12,116.12,-10.69,2.27,-9.14,-1.1,0.47,-8.25,0.42,0.48,-0.56,0.53
6,148860,20604,31,-9.56,2.01,-0.78,-141.5,-34.81,115.25,25.06,-22.06,18.06,-252.19,-76.31,107.12,-8.28,2.36,-8.49,1.24,0.15,-7.81,0.4,0.48,-0.55,0.55
7,165756,16892,31,-9.48,2.4,-0.57,-147.63,-28.75,111.44,23.69,-30.25,8.25,-247.25,-74.31,100.06,-7.44,2.47,-8.25,2.0,-0.13,-7.79,0.38,0.47,-0.55,0.57
8,186060,20300,31,-9.39,2.79,-0.35,-151.81,-22.25,112.75,23.69,-30.25,8.25,-242.19,-72.19,94.87,-8.84,1.63,-8.1,0.49,-1.34,-7.85,0.36,0.47,-0.54,0.6
9,204728,18664,31,-9.27,3.17,-0.14,-172.31,-11.63,120.44,23.69,-30.25,8.25,-236.5,-69.81,90.5,-9.41,1.04,-7.86,-0.2,-2.33,-7.83,0.33,0.47,-0.53,0.62
10,221788,17056,29,-9.13,3.57,0.08,-201.56,-2.06,125.81,22.25,-32.06,-2.56,-233.44,-68.62,88.56,-9.94,-1.36,-6.09,-0.88,-5.1,-6.31,0.31,0.47,-0.52,0.65
11,241700,19908,27,-8.99,3.87,0.35,-217.38,2.88,97.44,22.25,-32.06,-2.56,-227.69,-66.56,84.75,-9.03,-1.76,-4.48,-0.09,-5.75,-4.98,0.28,0.47,-0.5,0.67
12,250720,9016,27,-8.99,3.87,0.35,-217.38,2.88,97.44,22.25,-32.06,-2.56,-227.69,-66.56,84.75,-9.03,-1.76,-4.48,-0.09,-5.75,-4.98,0.28,0.47,-0.5,0.67
13,267456,16732,22,-8.84,4.17,0.78,-204.56,-3.38,71.5,21.37,-31.69,-10.88,-220.13,-64.31,79.25,-8.61,-1.62,-2.88,0.22,-5.79,-3.67,0.25,0.48,-0.48,0.69
14,287572,20112,19,-8.79,4.23,0.94,-249.44,0.56,51.13,21.37,-31.69,-10.88,-215.44,-63.25,75.25,-7.81,-2.14,-3.82,0.94,-6.4,-4.94,0.23,0.48,-0.46,0.71
15,305320,17744,16,-8.7,4.33,1.26,-235.88,-2.69,54.88,21.37,-31.69,-10.88,-211.0,-62.06,71.62,-8.69,-2.23,-4.19,-0.02,-6.59,-5.64,0.2,0.48,-0.44,0.73
16,322312,16988,13,-8.61,4.4,1.59,-207.44,-1.31,68.56,21.56,-29.87,-17.06,-206.56,-60.88,68.12,-9.07,-1.28,0.39,-0.5,-5.71,-1.37,0.18,0.49,-0.42,0.75
17,342132,19816,10,-8.5,4.48,1.91,-173.5,-8.19,75.19,21.56,-29.87,-17.06,-204.63,-60.13,66.81,-7.5,-3.14,-0.43,0.95,-7.63,-2.51,0.15,0.49,-0.4,0.76
18,359060,16924,6,-8.41,4.52,2.2,-154.63,-1.88,60.63,21.56,-29.87,-17.06,-200.94,-59.13,64.0,-7.41,2.59,3.24,1.0,-1.92,1.04,0.14,0.49,-0.39,0.77
19,378628,19564,4,-8.37,4.48,2.43,-179.69,13.81,24.81,22.5,-26.0,-22.19,-198.06,-58.63,61.44,-5.57,-0.06,1.42,2.8,-4.55,-1.01,0.12,0.49,-0.37,0.78
20,398444,19812,2,-8.33,4.48,2.54,-91.56,18.87,30.19,22.5,-26.0,-22.19,-195.94,-58.25,60.38,-5.12,5.74,0.48,3.21,1.25,-2.06,0.11,0.49,-0.36,0.79
21,415248,16800,0,-8.32,4.51,2.54,-39.94,32.13,27.25,22.56,-23.87,-26.25,-194.56,-58.0,60.56,-5.08,7.37,-0.65,3.23,2.85,-3.19,0.1,0.49,-0.36,0.79
22,435320,20068,0,-8.31,4.54,2.51,-27.31,39.31,28.69,22.56,-23.87,-26.25,-193.06,-58.06,61.31,-7.02,3.06,-2.55,1.3,-1.48,-5.04,0.09,0.5,-0.35,0.79
23,453928,18604,0,-8.33,4.54,2.43,-46.69,61.06,14.06,22.56,-23.87,-26.25,-191.81,-58.63,62.13,-5.38,9.5,-3.43,2.98,4.99,-5.81,0.08,0.51,-0.35,0.78
