,time,dt,Angle,grav1,grav2,grav3,gyro1,gyro2,gyro3,magnet1,magnet2,magnet3,euler1,euler2,euler3,accl1,accl2,accl3,linaccl1,linaccl2,linaccl3,quat1,quat2,quat3,quat4
0,36356,16624,10,-9.63,0.29,-1.82,16.12,7.94,-10.31,45.06,12.75,1.25,-202.81,-79.06,170.88,-9.45,1.24,-2.56,0.17,0.95,-0.73,-0.13,-0.75,0.18,-0.63
1,53836,17476,10,-9.62,0.27,-1.84,13.63,8.31,-9.63,45.5,13.88,1.75,-203.25,-78.94,172.13,-9.15,1.28,-3.04,0.46,1.02,-1.19,-0.13,-0.75,0.18,-0.62
2,74008,20168,10,-9.62,0.23,-1.87,7.69,10.0,-8.25,45.5,13.88,1.75,-203.56,-78.75,173.19,-9.62,0.68,-2.89,0.0,0.46,-0.99,-0.13,-0.75,0.18,-0.62
3,90792,16780,10,-9.61,0.2,-1.9,6.06,9.69,-8.25,45.5,13.88,1.75,-203.69,-78.69,173.69,-9.78,0.13,-2.23,-0.16,-0.05,-0.31,-0.13,-0.75,0.17,-0.62
4,109932,19136,10,-9.61,0.17,-1.93,8.56,6.69,-8.06,45.06,14.69,2.75,-203.81,-78.56,174.69,-9.8,0.02,-1.89,0.03,-0.02,0.17,-0.13,-0.75,0.17,-0.62
5,129736,19800,10,-9.6,0.14,-1.94,11.38,5.19,-8.25,45.06,14.69,2.75,-204.19,-78.5,175.75,-9.5,0.31,-1.88,0.16,0.42,-0.14,-0.13,-0.75,0.17,-0.62
6,146384,16644,10,-9.6,0.11,-1.96,8.81,6.56,-7.38,45.56,14.25,2.5,-204.56,-78.37,176.69,-9.33,0.95,-2.47,0.27,0.84,-0.5,-0.13,-0.76,0.17,-0.62
7,166448,20060,10,-9.6,0.09,-1.98,4.0,7.88,-8.94,45.56,14.25,2.5,-204.81,-78.25,177.63,-9.72,0.54,-2.16,-0.12,0.46,-0.16,-0.14,-0.76,0.17,-0.62
8,183952,17500,10,-9.59,0.06,-2.0,4.81,6.38,-12.25,45.56,14.25,2.5,-205.13,-78.12,178.81,-9.58,0.0,-1.67,0.01,-0.04,0.33,-0.14,-0.76,0.17,-0.62
9,200800,16844,10,-9.59,0.01,-2.02,7.06,5.63,-12.44,45.19,15.38,4.38,-204.94,-78.06,179.44,-9.49,0.39,-1.68,0.1,0.4,0.34,-0.14,-0.76,0.17,-0.61
10,220488,19684,10,-9.59,-0.02,-2.04,10.5,5.56,-12.94,45.19,15.38,4.38,-205.44,-77.94,-179.13,-9.65,0.73,-2.11,-0.06,0.79,-0.05,-0.14,-0.76,0.17,-0.61
11,237452,16960,10,-9.58,-0.07,-2.06,6.25,7.5,-13.56,45.19,15.38,4.38,-205.88,-77.81,-177.75,-9.6,0.75,-2.28,-0.01,0.83,-0.22,-0.14,-0.76,0.17,-0.61
12,256160,18704,10,-9.58,-0.1,-2.08,-1.12,9.5,-13.81,44.88,15.0,3.56,-206.0,-77.62,-176.56,-9.29,0.57,-2.22,0.28,0.69,-0.12,-0.14,-0.76,0.17,-0.61
13,276036,19872,10,-9.57,-0.14,-2.11,-7.94,10.69,-14.06,44.88,15.0,3.56,-206.13,-77.37,-175.5,-9.23,0.47,-2.14,0.33,0.64,-0.01,-0.14,-0.76,0.16,-0.61
14,292884,16844,10,-9.56,-0.18,-2.14,-9.94,11.44,-14.19,44.06,15.38,4.38,-205.88,-77.12,-174.56,-9.6,0.55,-1.82,-0.04,0.76,0.34,-0.14,-0.77,0.16,-0.61
15,313012,20124,10,-9.55,-0.22,-2.19,-12.81,13.5,-17.5,44.06,15.38,4.38,-205.94,-76.81,-173.38,-9.82,0.4,-1.89,-0.27,0.65,0.32,-0.14,-0.77,0.16,-0.61
