,time,dt,Angle,grav1,grav2,grav3,gyro1,gyro2,gyro3,magnet1,magnet2,magnet3,euler1,euler2,euler3,accl1,accl2,accl3,linaccl1,linaccl2,linaccl3,quat1,quat2,quat3,quat4
0,39220,19284,7,-9.28,-3.11,-0.59,32.0,-12.13,-60.81,50.06,-8.56,7.5,-71.69,-70.56,-99.75,-11.35,0.71,-0.22,-2.1,3.92,0.33,-0.56,0.21,0.7,0.4
1,55968,16744,8,-9.22,-3.29,-0.5,38.06,-18.19,-55.88,51.19,-5.56,8.25,-72.5,-70.06,-98.69,-11.41,1.59,-0.45,-2.59,5.38,-0.69,-0.55,0.2,0.69,0.41
2,75568,19596,9,-9.16,-3.47,-0.4,32.75,-20.25,-52.0,51.19,-5.56,8.25,-74.12,-69.06,-96.62,-13.55,1.86,-0.33,-4.39,5.34,0.07,-0.55,0.2,0.69,0.42
3,92164,16592,11,-9.1,-3.61,-0.31,6.81,-25.87,-45.81,51.19,-5.56,8.25,-75.12,-68.25,-94.87,-13.87,0.51,-0.9,-4.76,4.13,-0.58,-0.55,0.2,0.69,0.42
4,109148,16980,13,-9.08,-3.69,-0.27,-7.38,-25.56,-47.69,49.38,-2.38,11.0,-75.56,-67.31,-93.75,-12.32,1.68,0.25,-3.27,5.44,0.5,-0.55,0.19,0.69,0.43
5,129236,20084,16,-9.02,-3.83,-0.23,-34.5,-25.44,-48.38,49.38,-2.38,11.0,-75.56,-66.44,-93.31,-10.86,2.06,-0.94,-1.87,5.97,-0.71,-0.55,0.18,0.69,0.43
6,146248,17008,21,-8.96,-3.96,-0.23,-51.81,-18.5,-39.25,49.38,-2.38,11.0,-75.44,-66.06,-93.37,-10.57,2.78,-0.58,-2.1,6.43,1.06,-0.55,0.17,0.7,0.43
7,166076,19824,25,-8.92,-4.04,-0.25,-38.19,-10.88,-25.0,49.38,-3.06,12.06,-75.06,-65.56,-93.62,-11.61,1.84,1.44,-3.19,5.51,2.27,-0.55,0.16,0.7,0.42
8,185908,19828,29,-8.91,-4.07,-0.24,-10.25,-15.56,-4.63,49.38,-3.06,12.06,-74.81,-65.37,-93.37,-11.89,2.15,1.36,-2.7,7.7,1.15,-0.56,0.16,0.7,0.42
9,202644,16732,35,-8.94,-4.01,-0.16,22.81,-19.56,31.87,47.5,-1.25,13.25,-74.56,-65.81,-92.25,-11.44,4.42,0.02,-2.5,8.43,0.18,-0.56,0.16,0.69,0.42
