,time,dt,Angle,grav1,grav2,grav3,gyro1,gyro2,gyro3,magnet1,magnet2,magnet3,euler1,euler2,euler3,accl1,accl2,accl3,linaccl1,linaccl2,linaccl3,quat1,quat2,quat3,quat4
0,37100,16892,9,-9.08,3.65,0.4,-67.0,42.5,-59.63,54.88,-3.5,-12.19,-168.44,-68.56,83.94,-15.06,0.42,0.64,-5.93,-3.13,0.26,-0.07,0.67,-0.19,0.72
1,57084,19980,10,-9.17,3.44,0.35,-63.81,37.13,-71.25,54.88,-3.5,-12.19,-168.38,-69.69,84.0,-19.43,9.38,7.37,-10.24,6.01,7.02,-0.07,0.67,-0.17,0.72
2,75732,18644,11,-9.21,3.33,0.39,-91.25,3.81,-24.25,54.88,-3.5,-12.19,-167.0,-70.37,82.06,-10.23,10.29,-0.81,-0.99,7.03,-1.26,-0.08,0.67,-0.16,0.72
3,84752,9016,11,-9.21,3.33,0.39,-91.25,3.81,-24.25,54.88,-3.5,-12.19,-167.0,-70.37,82.06,-10.23,10.29,-0.81,-0.99,7.03,-1.26,-0.08,0.67,-0.16,0.72
4,104876,20120,14,-9.3,3.07,0.46,-149.38,56.0,-51.94,54.69,-0.5,-9.38,-164.38,-72.06,81.69,-7.53,-8.14,-5.98,1.79,-11.12,-6.42,-0.1,0.68,-0.12,0.72
5,124580,19700,14,-9.36,2.89,0.37,-98.19,68.5,-53.88,54.69,-0.5,-9.38,-163.63,-73.44,83.75,-8.31,-13.11,-6.33,1.08,-15.89,-6.63,-0.1,0.69,-0.1,0.71
6,141580,16996,14,-9.43,2.64,0.22,-31.69,56.25,-80.5,54.69,2.38,-9.75,-164.0,-74.25,85.0,-10.33,-6.72,-4.72,-0.89,-9.37,-4.94,-0.1,0.7,-0.09,0.71
7,161416,19832,14,-9.49,2.45,0.07,38.69,36.63,-53.75,54.69,2.38,-9.75,-165.44,-75.44,88.19,-11.19,-1.22,-0.73,-1.7,-3.67,-0.8,-0.08,0.7,-0.09,0.7
8,178120,16700,14,-9.53,2.27,-0.07,61.94,31.0,-62.56,54.69,2.38,-9.75,-167.5,-76.56,91.75,-9.45,3.72,0.78,0.08,1.45,0.85,-0.08,0.7,-0.09,0.7
9,195968,17844,14,-9.56,2.15,-0.14,53.13,31.56,-70.5,54.0,5.56,-7.88,-169.63,-77.87,95.75,-9.04,3.58,0.05,0.54,1.53,0.26,-0.06,0.71,-0.09,0.7
10,204876,8904,14,-9.56,2.15,-0.14,53.13,31.56,-70.5,54.0,5.56,-7.88,-169.63,-77.87,95.75,-9.04,3.58,0.05,0.54,1.53,0.26,-0.06,0.71,-0.09,0.7
11,224492,19612,14,-9.63,1.82,-0.31,0.5,30.19,-65.94,54.0,5.56,-7.88,-171.38,-79.62,101.81,-8.61,3.04,-2.78,1.03,1.31,-2.42,-0.05,0.72,-0.07,0.69
12,241392,16896,14,-9.66,1.62,-0.41,-21.62,34.06,-62.56,53.56,6.56,-5.88,-172.69,-80.12,104.19,-8.71,2.15,-3.37,0.94,0.53,-2.95,-0.04,0.72,-0.07,0.69
13,261012,19616,14,-9.68,1.41,-0.51,-15.69,35.94,-63.13,53.56,6.56,-5.88,-173.44,-81.12,110.06,-8.98,0.51,-2.66,0.7,-0.9,-2.14,-0.04,0.73,-0.06,0.69
14,277756,16740,14,-9.71,1.21,-0.62,2.88,32.31,-60.69,53.56,6.56,-5.88,-174.5,-81.94,117.25,-9.04,0.95,-0.5,0.66,-0.26,0.12,-0.03,0.73,-0.06,0.68
15,294488,16728,14,-9.71,1.11,-0.68,12.88,30.94,-60.88,52.75,9.88,-5.88,-177.06,-82.62,125.94,-9.13,2.0,-0.85,0.59,0.99,-0.11,-0.02,0.73,-0.06,0.68
16,314536,20044,14,-9.73,0.9,-0.78,17.87,31.19,-63.0,52.75,9.88,-5.88,-178.56,-83.19,175.31,-9.03,2.99,-1.55,0.69,2.19,-0.71,-0.01,0.74,-0.05,0.68
17,331312,16772,14,-9.74,0.69,-0.89,5.56,33.63,-64.94,52.75,9.88,-5.88,-179.25,-83.31,175.94,-8.99,2.49,-1.76,0.92,1.46,-1.16,0.0,0.74,-0.04,0.67
18,350744,19428,14,-9.74,0.47,-1.01,-4.38,36.5,-65.81,51.38,12.75,-4.25,-180.44,-83.37,177.19,-8.9,0.92,-2.07,0.83,0.44,-1.06,0.01,0.74,-0.03,0.67
19,370572,19824,13,-9.73,0.24,-1.13,-4.69,37.75,-71.12,51.38,12.75,-4.25,-181.63,-83.12,178.5,-9.73,-0.46,-1.52,0.0,-0.71,-0.38,0.01,0.75,-0.02,0.66
20,387304,16728,13,-9.72,-0.02,-1.25,1.56,35.5,-82.94,50.19,14.25,-3.19,-183.19,-82.56,-179.0,-9.92,-0.14,-1.65,-0.2,-0.12,-0.39,0.02,0.75,-0.02,0.66
21,407364,20056,12,-9.71,-0.15,-1.31,6.06,34.69,-81.12,50.19,14.25,-3.19,-184.88,-81.75,-168.13,-10.2,-0.74,-1.95,-0.5,-0.45,-0.58,0.03,0.75,-0.01,0.66
22,425604,18236,12,-9.69,-0.42,-1.42,7.06,33.75,-85.81,50.19,14.25,-3.19,-186.69,-80.62,-158.94,-10.0,-1.17,-1.97,-0.32,-0.6,-0.48,0.04,0.76,0.0,0.65
